"Sample"	"Detector"	"Cq"
"985"	"DMA102"	"hsa-miR-375"	"30.947"
"986"	"DMA102"	"hsa-miR-376a"	"31.161"
"987"	"DMA102"	"hsa-miR-381"	"27.53"
"988"	"DMA102"	"hsa-miR-383"	"31.63"
"989"	"DMA102"	"hsa-miR-410"	"19.583"
"990"	"DMA102"	"hsa-miR-411"	"29.585"
"991"	"DMA102"	"hsa-miR-422a"	"31.962"
"992"	"DMA102"	"hsa-miR-429"	NA
"993"	"DMA102"	"hsa-miR-454"	"15.393"
"994"	"DMA102"	"hsa-miR-483-5p"	"13.531"
"995"	"DMA102"	"hsa-miR-484"	"29.21"
"996"	"DMA102"	"hsa-miR-486"	"21.286"
"997"	"DMA102"	"hsa-miR-509-5p"	"24.618"
"998"	"DMA102"	"hsa-miR-512-3p"	"25.293"
"999"	"DMA102"	"hsa-miR-518d"	"26.32"
"1000"	"DMA102"	"hsa-miR-518f"	"14.937"
"1001"	"DMA102"	"hsa-miR-520b"	"28.436"
"1002"	"DMA102"	"hsa-miR-520d-5p"	"32.307"
"1003"	"DMA102"	"hsa-miR-520e"	"22.083"
"1004"	"DMA102"	"hsa-miR-520f"	"30.099"
"1005"	"DMA102"	"hsa-miR-523"	"17.902"
"1006"	"DMA102"	"hsa-miR-532"	NA
"1007"	"DMA102"	"hsa-miR-544"	"25.755"
"1008"	"DMA102"	"hsa-miR-548a"	"31.073"
"1009"	"DMA102"	"hsa-miR-548c"	"30.324"
"1010"	"DMA102"	"hsa-miR-551b"	"14.796"
"1011"	"DMA102"	"hsa-miR-574-3p"	"33.178"
"1012"	"DMA102"	"hsa-miR-590-5p"	"23.794"
"1013"	"DMA102"	"hsa-miR-597"	"27.739"
"1014"	"DMA102"	"hsa-miR-598"	NA
"1015"	"DMA102"	"hsa-miR-618"	"13.86"
"1016"	"DMA102"	"hsa-miR-628-5p"	"14.48"
"1017"	"DMA102"	"hsa-miR-651"	"26.25"
"1018"	"DMA102"	"hsa-miR-652"	"17.25"
"1019"	"DMA102"	"hsa-miR-660"	NA
"1020"	"DMA102"	"hsa-miR-708"	"24.505"
"1021"	"DMA102"	"hsa-miR-885-5p"	"35.948"
"1022"	"DMA102"	"hsa-miR-9"	"32.128"
"1023"	"DMA102"	"hsa-miR-92a"	"29.233"
"1024"	"DMA102"	"hsa-miR-99a"	"27.743"
"1025"	"DMA102"	"hsa-miR-99b"	"22.811"
"1026"	"DMA102"	"mmu-miR-140"	"34.309"
"1027"	"DMA102"	"mmu-miR-93"	NA
"1028"	"DMA102"	"RNU48"	NA
"1029"	"DMA102"	"U6_snRNA_rt1"	"29.75"
"1030"	"DMA102"	"U6_snRNA_rt2"	"29.829"
"1031"	"DMA102"	"U6_snRNA_rt3"	"29.848"
"1032"	"DMA102"	"U6_snRNA_rt4"	"30.403"
"1033"	"DPE106"	"ath-miR159a"	"18.277"
"1034"	"DPE106"	"hsa-let-7b"	"38.175"
"1035"	"DPE106"	"hsa-let-7c"	"35.404"
"1036"	"DPE106"	"hsa-miR-100"	"30.574"
"1037"	"DPE106"	"hsa-miR-106a"	"18.954"
"1038"	"DPE106"	"hsa-miR-106b"	"30.216"
"1039"	"DPE106"	"hsa-miR-125b"	"31.682"
"1040"	"DPE106"	"hsa-miR-126"	NA
"1041"	"DPE106"	"hsa-miR-127"	"35.708"
"1042"	"DPE106"	"hsa-miR-130a"	"31.832"
"1043"	"DPE106"	"hsa-miR-130b"	"36.172"
"1044"	"DPE106"	"hsa-miR-133a"	"34.51"
"1045"	"DPE106"	"hsa-miR-138"	NA
"1046"	"DPE106"	"hsa-miR-142-3p"	"32.066"
"1047"	"DPE106"	"hsa-miR-143"	"34.639"
"1048"	"DPE106"	"hsa-miR-145"	NA
"1049"	"DPE106"	"hsa-miR-146a"	"31.311"
"1050"	"DPE106"	"hsa-miR-147"	"29.124"
"1051"	"DPE106"	"hsa-miR-148a"	"21.604"
"1052"	"DPE106"	"hsa-miR-150"	"28.551"
"1053"	"DPE106"	"hsa-miR-152"	"39.453"
"1054"	"DPE106"	"hsa-miR-155"	"16.797"
"1055"	"DPE106"	"hsa-miR-15a"	"27.911"
"1056"	"DPE106"	"hsa-miR-15b"	NA
"1057"	"DPE106"	"hsa-miR-16"	"33.565"
"1058"	"DPE106"	"hsa-miR-181a"	"36.25"
"1059"	"DPE106"	"hsa-miR-184"	"25.15"
"1060"	"DPE106"	"hsa-miR-186"	"28.511"
"1061"	"DPE106"	"hsa-miR-191"	"29.833"
"1062"	"DPE106"	"hsa-miR-192"	"31.009"
"1063"	"DPE106"	"hsa-miR-193a-5p"	"36.631"
"1064"	"DPE106"	"hsa-miR-193b"	"33.033"
"1065"	"DPE106"	"hsa-miR-194"	"14.936"
"1066"	"DPE106"	"hsa-miR-195"	"23.954"
"1067"	"DPE106"	"hsa-miR-197"	"28.998"
"1068"	"DPE106"	"hsa-miR-199a-3p"	NA
"1069"	"DPE106"	"hsa-miR-19a"	"31.725"
"1070"	"DPE106"	"hsa-miR-19b"	"28.176"
"1071"	"DPE106"	"hsa-miR-200b"	NA
"1072"	"DPE106"	"hsa-miR-200c"	NA
"1073"	"DPE106"	"hsa-miR-202"	"32.607"
"1074"	"DPE106"	"hsa-miR-203"	"29.138"
"1075"	"DPE106"	"hsa-miR-204"	"27.452"
"1076"	"DPE106"	"hsa-miR-20a"	"28.159"
"1077"	"DPE106"	"hsa-miR-20b"	NA
"1078"	"DPE106"	"hsa-miR-21"	"30.617"
"1079"	"DPE106"	"hsa-miR-211"	"30.903"
"1080"	"DPE106"	"hsa-miR-212"	"30.113"
"1081"	"DPE106"	"hsa-miR-214"	NA
"1082"	"DPE106"	"hsa-miR-218"	"30.118"
"1083"	"DPE106"	"hsa-miR-222"	"28.359"
"1084"	"DPE106"	"hsa-miR-223"	"28.415"
"1085"	"DPE106"	"hsa-miR-23b"	NA
"1086"	"DPE106"	"hsa-miR-24"	"27.419"
"1087"	"DPE106"	"hsa-miR-25"	"27.918"
"1088"	"DPE106"	"hsa-miR-26a"	NA
"1089"	"DPE106"	"hsa-miR-27a"	"31.149"
"1090"	"DPE106"	"hsa-miR-27b"	"30.725"
"1091"	"DPE106"	"hsa-miR-28-3p"	"28.777"
"1092"	"DPE106"	"hsa-miR-296"	"30.781"
"1093"	"DPE106"	"hsa-miR-29a"	"35.348"
"1094"	"DPE106"	"hsa-miR-29c"	"32.062"
"1095"	"DPE106"	"hsa-miR-302a"	"20.647"
"1096"	"DPE106"	"hsa-miR-302b"	"21.154"
"1097"	"DPE106"	"hsa-miR-302c"	"24.245"
"1098"	"DPE106"	"hsa-miR-30b"	"31.079"
"1099"	"DPE106"	"hsa-miR-30c"	"30.262"
"1100"	"DPE106"	"hsa-miR-320"	"27.669"
"1101"	"DPE106"	"hsa-miR-328"	"29.771"
"1102"	"DPE106"	"hsa-miR-331"	"29.097"
"1103"	"DPE106"	"hsa-miR-335"	"34.968"
"1104"	"DPE106"	"hsa-miR-340"	NA
"1105"	"DPE106"	"hsa-miR-342-3p"	"34.311"
"1106"	"DPE106"	"hsa-miR-345"	"33.494"
"1107"	"DPE106"	"hsa-miR-34a"	"15.65"
"1108"	"DPE106"	"hsa-miR-363"	"28.949"
"1109"	"DPE106"	"hsa-miR-365"	"39.469"
"1110"	"DPE106"	"hsa-miR-367"	"17.909"
"1111"	"DPE106"	"hsa-miR-372"	"27.807"
"1112"	"DPE106"	"hsa-miR-373"	"29.962"
"1113"	"DPE106"	"hsa-miR-374"	"19.014"
"1114"	"DPE106"	"hsa-miR-375"	"32.43"
"1115"	"DPE106"	"hsa-miR-376a"	"30.163"
"1116"	"DPE106"	"hsa-miR-381"	"28.189"
"1117"	"DPE106"	"hsa-miR-383"	"32.827"
"1118"	"DPE106"	"hsa-miR-410"	"22.061"
"1119"	"DPE106"	"hsa-miR-411"	"35.173"
"1120"	"DPE106"	"hsa-miR-422a"	NA
"1121"	"DPE106"	"hsa-miR-429"	NA
"1122"	"DPE106"	"hsa-miR-454"	"18.128"
"1123"	"DPE106"	"hsa-miR-483-5p"	"18.082"
"1124"	"DPE106"	"hsa-miR-484"	"28.425"
"1125"	"DPE106"	"hsa-miR-486"	"21.043"
"1126"	"DPE106"	"hsa-miR-509-5p"	"26.914"
"1127"	"DPE106"	"hsa-miR-512-3p"	"26.302"
"1128"	"DPE106"	"hsa-miR-518d"	"26.952"
"1129"	"DPE106"	"hsa-miR-518f"	"15.811"
"1130"	"DPE106"	"hsa-miR-520b"	"29.595"
"1131"	"DPE106"	"hsa-miR-520d-5p"	"32.345"
"1132"	"DPE106"	"hsa-miR-520e"	"23.642"
"1133"	"DPE106"	"hsa-miR-520f"	"31.012"
"1134"	"DPE106"	"hsa-miR-523"	"17.62"
"1135"	"DPE106"	"hsa-miR-532"	NA
"1136"	"DPE106"	"hsa-miR-544"	"26.823"
"1137"	"DPE106"	"hsa-miR-548a"	"33.125"
"1138"	"DPE106"	"hsa-miR-548c"	"31.423"
"1139"	"DPE106"	"hsa-miR-551b"	"17.154"
"1140"	"DPE106"	"hsa-miR-574-3p"	"31.324"
"1141"	"DPE106"	"hsa-miR-590-5p"	"25.415"
"1142"	"DPE106"	"hsa-miR-597"	"30.088"
"1143"	"DPE106"	"hsa-miR-598"	"34.34"
"1144"	"DPE106"	"hsa-miR-618"	"14.447"
"1145"	"DPE106"	"hsa-miR-628-5p"	"14.835"
"1146"	"DPE106"	"hsa-miR-651"	"27.717"
"1147"	"DPE106"	"hsa-miR-652"	"19.326"
"1148"	"DPE106"	"hsa-miR-660"	NA
"1149"	"DPE106"	"hsa-miR-708"	"26.353"
"1150"	"DPE106"	"hsa-miR-885-5p"	"37.051"
"1151"	"DPE106"	"hsa-miR-9"	NA
"1152"	"DPE106"	"hsa-miR-92a"	"30.85"
"1153"	"DPE106"	"hsa-miR-99a"	"28.604"
"1154"	"DPE106"	"hsa-miR-99b"	"23.299"
"1155"	"DPE106"	"mmu-miR-140"	NA
"1156"	"DPE106"	"mmu-miR-93"	NA
"1157"	"DPE106"	"RNU48"	NA
"1158"	"DPE106"	"U6_snRNA_rt1"	"30.082"
"1159"	"DPE106"	"U6_snRNA_rt2"	"29.801"
"1160"	"DPE106"	"U6_snRNA_rt3"	"29.982"
"1161"	"DPE106"	"U6_snRNA_rt4"	"30.674"
"1162"	"DTM108"	"ath-miR159a"	"18.485"
"1163"	"DTM108"	"hsa-let-7b"	"32.818"
"1164"	"DTM108"	"hsa-let-7c"	NA
"1165"	"DTM108"	"hsa-miR-100"	NA
"1166"	"DTM108"	"hsa-miR-106a"	"19.376"
"1167"	"DTM108"	"hsa-miR-106b"	"30.67"
"1168"	"DTM108"	"hsa-miR-125b"	"29.366"
"1169"	"DTM108"	"hsa-miR-126"	"32.533"
"1170"	"DTM108"	"hsa-miR-127"	"36.497"
"1171"	"DTM108"	"hsa-miR-130a"	"31.2"
"1172"	"DTM108"	"hsa-miR-130b"	"38.507"
"1173"	"DTM108"	"hsa-miR-133a"	"31.01"
"1174"	"DTM108"	"hsa-miR-138"	NA
"1175"	"DTM108"	"hsa-miR-142-3p"	NA
"1176"	"DTM108"	"hsa-miR-143"	NA
"1177"	"DTM108"	"hsa-miR-145"	"35.86"
"1178"	"DTM108"	"hsa-miR-146a"	"33.308"
"1179"	"DTM108"	"hsa-miR-147"	"25.438"
"1180"	"DTM108"	"hsa-miR-148a"	"20.983"
"1181"	"DTM108"	"hsa-miR-150"	"27.204"
"1182"	"DTM108"	"hsa-miR-152"	"37.521"
"1183"	"DTM108"	"hsa-miR-155"	"14.955"
"1184"	"DTM108"	"hsa-miR-15a"	"27.437"
"1185"	"DTM108"	"hsa-miR-15b"	"31.568"
"1186"	"DTM108"	"hsa-miR-16"	"31.852"
"1187"	"DTM108"	"hsa-miR-181a"	NA
"1188"	"DTM108"	"hsa-miR-184"	"26.59"
"1189"	"DTM108"	"hsa-miR-186"	"30.208"
"1190"	"DTM108"	"hsa-miR-191"	"29.817"
"1191"	"DTM108"	"hsa-miR-192"	"30.375"
"1192"	"DTM108"	"hsa-miR-193a-5p"	NA
"1193"	"DTM108"	"hsa-miR-193b"	"34.8"
"1194"	"DTM108"	"hsa-miR-194"	"14.268"
"1195"	"DTM108"	"hsa-miR-195"	"26.417"
"1196"	"DTM108"	"hsa-miR-197"	"30.206"
"1197"	"DTM108"	"hsa-miR-199a-3p"	"34.308"
"1198"	"DTM108"	"hsa-miR-19a"	NA
"1199"	"DTM108"	"hsa-miR-19b"	"30.762"
"1200"	"DTM108"	"hsa-miR-200b"	NA
"1201"	"DTM108"	"hsa-miR-200c"	"35.112"
"1202"	"DTM108"	"hsa-miR-202"	"34.919"
"1203"	"DTM108"	"hsa-miR-203"	"28.75"
"1204"	"DTM108"	"hsa-miR-204"	"29.087"
"1205"	"DTM108"	"hsa-miR-20a"	"29.304"
"1206"	"DTM108"	"hsa-miR-20b"	NA
"1207"	"DTM108"	"hsa-miR-21"	"28.05"
"1208"	"DTM108"	"hsa-miR-211"	"29.496"
"1209"	"DTM108"	"hsa-miR-212"	"30.18"
"1210"	"DTM108"	"hsa-miR-214"	"33.337"
"1211"	"DTM108"	"hsa-miR-218"	"28.587"
"1212"	"DTM108"	"hsa-miR-222"	"31.03"
"1213"	"DTM108"	"hsa-miR-223"	"31.422"
"1214"	"DTM108"	"hsa-miR-23b"	NA
"1215"	"DTM108"	"hsa-miR-24"	"28.394"
"1216"	"DTM108"	"hsa-miR-25"	"25.555"
"1217"	"DTM108"	"hsa-miR-26a"	"32.038"
"1218"	"DTM108"	"hsa-miR-27a"	"29.168"
"1219"	"DTM108"	"hsa-miR-27b"	"29.738"
"1220"	"DTM108"	"hsa-miR-28-3p"	"28.772"
"1221"	"DTM108"	"hsa-miR-296"	"34.34"
"1222"	"DTM108"	"hsa-miR-29a"	"32.652"
"1223"	"DTM108"	"hsa-miR-29c"	"35.382"
"1224"	"DTM108"	"hsa-miR-302a"	"19.188"
"1225"	"DTM108"	"hsa-miR-302b"	"20.606"
"1226"	"DTM108"	"hsa-miR-302c"	"23.773"
"1227"	"DTM108"	"hsa-miR-30b"	"30.722"
"1228"	"DTM108"	"hsa-miR-30c"	"29.838"
"1229"	"DTM108"	"hsa-miR-320"	"30.824"
"1230"	"DTM108"	"hsa-miR-328"	"31.451"
"1231"	"DTM108"	"hsa-miR-331"	NA
"1232"	"DTM108"	"hsa-miR-335"	NA
"1233"	"DTM108"	"hsa-miR-340"	NA
"1234"	"DTM108"	"hsa-miR-342-3p"	"38.186"
"1235"	"DTM108"	"hsa-miR-345"	"33.88"
"1236"	"DTM108"	"hsa-miR-34a"	"14.798"
"1237"	"DTM108"	"hsa-miR-363"	"29.511"
"1238"	"DTM108"	"hsa-miR-365"	NA
"1239"	"DTM108"	"hsa-miR-367"	"18.127"
"1240"	"DTM108"	"hsa-miR-372"	"26.768"
"1241"	"DTM108"	"hsa-miR-373"	"29.267"
"1242"	"DTM108"	"hsa-miR-374"	"18.509"
"1243"	"DTM108"	"hsa-miR-375"	"27.941"
"1244"	"DTM108"	"hsa-miR-376a"	"31.084"
"1245"	"DTM108"	"hsa-miR-381"	"28.077"
"1246"	"DTM108"	"hsa-miR-383"	"31.992"
"1247"	"DTM108"	"hsa-miR-410"	"19.697"
"1248"	"DTM108"	"hsa-miR-411"	"33.278"
"1249"	"DTM108"	"hsa-miR-422a"	"30.473"
"1250"	"DTM108"	"hsa-miR-429"	NA
"1251"	"DTM108"	"hsa-miR-454"	"17.125"
"1252"	"DTM108"	"hsa-miR-483-5p"	"14.276"
"1253"	"DTM108"	"hsa-miR-484"	NA
"1254"	"DTM108"	"hsa-miR-486"	NA
"1255"	"DTM108"	"hsa-miR-509-5p"	"25.014"
"1256"	"DTM108"	"hsa-miR-512-3p"	"26.892"
"1257"	"DTM108"	"hsa-miR-518d"	"28.338"
"1258"	"DTM108"	"hsa-miR-518f"	"15.144"
"1259"	"DTM108"	"hsa-miR-520b"	"30.445"
"1260"	"DTM108"	"hsa-miR-520d-5p"	"32.001"
"1261"	"DTM108"	"hsa-miR-520e"	"21.999"
"1262"	"DTM108"	"hsa-miR-520f"	"31.6"
"1263"	"DTM108"	"hsa-miR-523"	"17.734"
"1264"	"DTM108"	"hsa-miR-532"	NA
"1265"	"DTM108"	"hsa-miR-544"	"25.258"
"1266"	"DTM108"	"hsa-miR-548a"	"31.978"
"1267"	"DTM108"	"hsa-miR-548c"	"31.388"
"1268"	"DTM108"	"hsa-miR-551b"	"15.576"
"1269"	"DTM108"	"hsa-miR-574-3p"	"33.97"
"1270"	"DTM108"	"hsa-miR-590-5p"	"23.685"
"1271"	"DTM108"	"hsa-miR-597"	"27.196"
"1272"	"DTM108"	"hsa-miR-598"	"36.063"
"1273"	"DTM108"	"hsa-miR-618"	"13.414"
"1274"	"DTM108"	"hsa-miR-628-5p"	"14.945"
"1275"	"DTM108"	"hsa-miR-651"	"26.316"
"1276"	"DTM108"	"hsa-miR-652"	"19.327"
"1277"	"DTM108"	"hsa-miR-660"	NA
"1278"	"DTM108"	"hsa-miR-708"	"25.554"
"1279"	"DTM108"	"hsa-miR-885-5p"	"38.538"
"1280"	"DTM108"	"hsa-miR-9"	NA
"1281"	"DTM108"	"hsa-miR-92a"	"31.404"
"1282"	"DTM108"	"hsa-miR-99a"	"29.572"
"1283"	"DTM108"	"hsa-miR-99b"	"23.72"
"1284"	"DTM108"	"mmu-miR-140"	NA
"1285"	"DTM108"	"mmu-miR-93"	NA
"1286"	"DTM108"	"RNU48"	NA
"1287"	"DTM108"	"U6_snRNA_rt1"	"29.104"
"1288"	"DTM108"	"U6_snRNA_rt2"	"29.151"
"1289"	"DTM108"	"U6_snRNA_rt3"	"28.956"
"1290"	"DTM108"	"U6_snRNA_rt4"	"28.98"
"1291"	"SBF008"	"ath-miR159a"	"17.587"
"1292"	"SBF008"	"hsa-let-7b"	"31.215"
"1293"	"SBF008"	"hsa-let-7c"	"28.589"
"1294"	"SBF008"	"hsa-miR-100"	"28.316"
"1295"	"SBF008"	"hsa-miR-106a"	"19.142"
"1296"	"SBF008"	"hsa-miR-106b"	"30.218"
"1297"	"SBF008"	"hsa-miR-125b"	"21.759"
"1298"	"SBF008"	"hsa-miR-126"	"30.218"
"1299"	"SBF008"	"hsa-miR-127"	"32.602"
"1300"	"SBF008"	"hsa-miR-130a"	"29.881"
"1301"	"SBF008"	"hsa-miR-130b"	"35.66"
"1302"	"SBF008"	"hsa-miR-133a"	NA
"1303"	"SBF008"	"hsa-miR-138"	"34.207"
"1304"	"SBF008"	"hsa-miR-142-3p"	"31.057"
"1305"	"SBF008"	"hsa-miR-143"	NA
"1306"	"SBF008"	"hsa-miR-145"	"36.112"
"1307"	"SBF008"	"hsa-miR-146a"	"29.968"
"1308"	"SBF008"	"hsa-miR-147"	"28.533"
"1309"	"SBF008"	"hsa-miR-148a"	"34.82"
"1310"	"SBF008"	"hsa-miR-150"	"28.081"
"1311"	"SBF008"	"hsa-miR-152"	"30.625"
"1312"	"SBF008"	"hsa-miR-155"	"16.272"
"1313"	"SBF008"	"hsa-miR-15a"	"27.877"
"1314"	"SBF008"	"hsa-miR-15b"	"31.238"
"1315"	"SBF008"	"hsa-miR-16"	"33.08"
"1316"	"SBF008"	"hsa-miR-181a"	"33.589"
"1317"	"SBF008"	"hsa-miR-184"	"23.697"
"1318"	"SBF008"	"hsa-miR-186"	"30.664"
"1319"	"SBF008"	"hsa-miR-191"	"29.423"
"1320"	"SBF008"	"hsa-miR-192"	"27.859"
"1321"	"SBF008"	"hsa-miR-193a-5p"	"33.734"
"1322"	"SBF008"	"hsa-miR-193b"	"29.086"
"1323"	"SBF008"	"hsa-miR-194"	"14.426"
"1324"	"SBF008"	"hsa-miR-195"	"31.68"
"1325"	"SBF008"	"hsa-miR-197"	"29.4"
"1326"	"SBF008"	"hsa-miR-199a-3p"	"33.127"
"1327"	"SBF008"	"hsa-miR-19a"	"38.595"
"1328"	"SBF008"	"hsa-miR-19b"	"25.911"
"1329"	"SBF008"	"hsa-miR-200b"	"32.046"
"1330"	"SBF008"	"hsa-miR-200c"	"33.838"
"1331"	"SBF008"	"hsa-miR-202"	"31.6"
"1332"	"SBF008"	"hsa-miR-203"	"28.647"
"1333"	"SBF008"	"hsa-miR-204"	"25.177"
"1334"	"SBF008"	"hsa-miR-20a"	"30.158"
"1335"	"SBF008"	"hsa-miR-20b"	NA
"1336"	"SBF008"	"hsa-miR-21"	"27.186"
"1337"	"SBF008"	"hsa-miR-211"	"24.512"
"1338"	"SBF008"	"hsa-miR-212"	"32.281"
"1339"	"SBF008"	"hsa-miR-214"	"33.369"
"1340"	"SBF008"	"hsa-miR-218"	"29.869"
"1341"	"SBF008"	"hsa-miR-222"	"26.805"
"1342"	"SBF008"	"hsa-miR-223"	"30.27"
"1343"	"SBF008"	"hsa-miR-23b"	"31.77"
"1344"	"SBF008"	"hsa-miR-24"	"25.646"
"1345"	"SBF008"	"hsa-miR-25"	"10.604"
"1346"	"SBF008"	"hsa-miR-26a"	"33.354"
"1347"	"SBF008"	"hsa-miR-27a"	"29.439"
"1348"	"SBF008"	"hsa-miR-27b"	"27.892"
"1349"	"SBF008"	"hsa-miR-28-3p"	"28.476"
"1350"	"SBF008"	"hsa-miR-296"	"33.486"
"1351"	"SBF008"	"hsa-miR-29a"	"29.403"
"1352"	"SBF008"	"hsa-miR-29c"	"31.222"
"1353"	"SBF008"	"hsa-miR-302a"	"28.684"
"1354"	"SBF008"	"hsa-miR-302b"	"21.5"
"1355"	"SBF008"	"hsa-miR-302c"	"23.344"
"1356"	"SBF008"	"hsa-miR-30b"	"30.478"
"1357"	"SBF008"	"hsa-miR-30c"	"28.998"
"1358"	"SBF008"	"hsa-miR-320"	"28.272"
"1359"	"SBF008"	"hsa-miR-328"	"29.855"
"1360"	"SBF008"	"hsa-miR-331"	NA
"1361"	"SBF008"	"hsa-miR-335"	"33.354"
"1362"	"SBF008"	"hsa-miR-340"	NA
"1363"	"SBF008"	"hsa-miR-342-3p"	"32.805"
"1364"	"SBF008"	"hsa-miR-345"	"31.502"
"1365"	"SBF008"	"hsa-miR-34a"	"16.952"
"1366"	"SBF008"	"hsa-miR-363"	"29.567"
"1367"	"SBF008"	"hsa-miR-365"	"33.253"
"1368"	"SBF008"	"hsa-miR-367"	"21.015"
"1369"	"SBF008"	"hsa-miR-372"	"27.567"
"1370"	"SBF008"	"hsa-miR-373"	"28.849"
"1371"	"SBF008"	"hsa-miR-374"	"20.851"
"1372"	"SBF008"	"hsa-miR-375"	"31.944"
"1373"	"SBF008"	"hsa-miR-376a"	"30.719"
"1374"	"SBF008"	"hsa-miR-381"	"28.165"
"1375"	"SBF008"	"hsa-miR-383"	"30.364"
"1376"	"SBF008"	"hsa-miR-410"	"22.952"
"1377"	"SBF008"	"hsa-miR-411"	"32.305"
"1378"	"SBF008"	"hsa-miR-422a"	"31.79"
"1379"	"SBF008"	"hsa-miR-429"	"34.672"
"1380"	"SBF008"	"hsa-miR-454"	"16.87"
"1381"	"SBF008"	"hsa-miR-483-5p"	"15.877"
"1382"	"SBF008"	"hsa-miR-484"	NA
"1383"	"SBF008"	"hsa-miR-486"	"16.637"
"1384"	"SBF008"	"hsa-miR-509-5p"	"24.192"
"1385"	"SBF008"	"hsa-miR-512-3p"	"25.645"
"1386"	"SBF008"	"hsa-miR-518d"	"26.186"
"1387"	"SBF008"	"hsa-miR-518f"	"16.094"
"1388"	"SBF008"	"hsa-miR-520b"	"29.333"
"1389"	"SBF008"	"hsa-miR-520d-5p"	"31.504"
"1390"	"SBF008"	"hsa-miR-520e"	"23.317"
"1391"	"SBF008"	"hsa-miR-520f"	"30.157"
"1392"	"SBF008"	"hsa-miR-523"	"17.886"
"1393"	"SBF008"	"hsa-miR-532"	"33.754"
"1394"	"SBF008"	"hsa-miR-544"	"25.34"
"1395"	"SBF008"	"hsa-miR-548a"	"30.99"
"1396"	"SBF008"	"hsa-miR-548c"	"33.331"
"1397"	"SBF008"	"hsa-miR-551b"	"14.066"
"1398"	"SBF008"	"hsa-miR-574-3p"	"29.001"
"1399"	"SBF008"	"hsa-miR-590-5p"	"24.229"
"1400"	"SBF008"	"hsa-miR-597"	"28.365"
"1401"	"SBF008"	"hsa-miR-598"	NA
"1402"	"SBF008"	"hsa-miR-618"	"16.395"
"1403"	"SBF008"	"hsa-miR-628-5p"	"13.951"
"1404"	"SBF008"	"hsa-miR-651"	"24.506"
"1405"	"SBF008"	"hsa-miR-652"	"18.103"
"1406"	"SBF008"	"hsa-miR-660"	NA
"1407"	"SBF008"	"hsa-miR-708"	"27.952"
"1408"	"SBF008"	"hsa-miR-885-5p"	"36.533"
"1409"	"SBF008"	"hsa-miR-9"	"32.102"
"1410"	"SBF008"	"hsa-miR-92a"	"29.554"
"1411"	"SBF008"	"hsa-miR-99a"	"28.328"
"1412"	"SBF008"	"hsa-miR-99b"	"32.205"
"1413"	"SBF008"	"mmu-miR-140"	"34.069"
"1414"	"SBF008"	"mmu-miR-93"	NA
"1415"	"SBF008"	"RNU48"	NA
"1416"	"SBF008"	"U6_snRNA_rt1"	"30.031"
"1417"	"SBF008"	"U6_snRNA_rt2"	"30.03"
"1418"	"SBF008"	"U6_snRNA_rt3"	"30.052"
"1419"	"SBF008"	"U6_snRNA_rt4"	"29.816"
"1420"	"SBS002"	"ath-miR159a"	"18.61"
"1421"	"SBS002"	"hsa-let-7b"	"31.613"
"1422"	"SBS002"	"hsa-let-7c"	"29.157"
"1423"	"SBS002"	"hsa-miR-100"	"25.935"
"1424"	"SBS002"	"hsa-miR-106a"	"19.231"
"1425"	"SBS002"	"hsa-miR-106b"	"28.465"
"1426"	"SBS002"	"hsa-miR-125b"	"25.874"
"1427"	"SBS002"	"hsa-miR-126"	"33.644"
"1428"	"SBS002"	"hsa-miR-127"	"30.201"
"1429"	"SBS002"	"hsa-miR-130a"	"33.162"
"1430"	"SBS002"	"hsa-miR-130b"	NA
"1431"	"SBS002"	"hsa-miR-133a"	"28.368"
"1432"	"SBS002"	"hsa-miR-138"	"34.862"
"1433"	"SBS002"	"hsa-miR-142-3p"	NA
"1434"	"SBS002"	"hsa-miR-143"	"25.154"
"1435"	"SBS002"	"hsa-miR-145"	"29.828"
"1436"	"SBS002"	"hsa-miR-146a"	"30.98"
"1437"	"SBS002"	"hsa-miR-147"	"28.364"
"1438"	"SBS002"	"hsa-miR-148a"	"31.321"
"1439"	"SBS002"	"hsa-miR-150"	"27.83"
"1440"	"SBS002"	"hsa-miR-152"	"33.315"
"1441"	"SBS002"	"hsa-miR-155"	"19.332"
"1442"	"SBS002"	"hsa-miR-15a"	"26.57"
"1443"	"SBS002"	"hsa-miR-15b"	"38.483"
"1444"	"SBS002"	"hsa-miR-16"	"31.233"
"1445"	"SBS002"	"hsa-miR-181a"	"30.908"
"1446"	"SBS002"	"hsa-miR-184"	"24.38"
"1447"	"SBS002"	"hsa-miR-186"	"28.306"
"1448"	"SBS002"	"hsa-miR-191"	"20.22"
"1449"	"SBS002"	"hsa-miR-192"	"29.762"
"1450"	"SBS002"	"hsa-miR-193a-5p"	"29.833"
"1451"	"SBS002"	"hsa-miR-193b"	"29.386"
"1452"	"SBS002"	"hsa-miR-194"	"13.879"
"1453"	"SBS002"	"hsa-miR-195"	"29.503"
"1454"	"SBS002"	"hsa-miR-197"	"28.788"
"1455"	"SBS002"	"hsa-miR-199a-3p"	NA
"1456"	"SBS002"	"hsa-miR-19a"	"33.658"
"1457"	"SBS002"	"hsa-miR-19b"	"26.528"
"1458"	"SBS002"	"hsa-miR-200b"	"31.895"
"1459"	"SBS002"	"hsa-miR-200c"	"33.91"
"1460"	"SBS002"	"hsa-miR-202"	"30.399"
"1461"	"SBS002"	"hsa-miR-203"	"28.963"
